5.8334850704965816e-05;5.65633430948622e-05;6.112809721374392e-05;5.4857261131971664e-05;6.800913017092335e-05;7.32897216290554e-05;6.576802215209419e-05;6.081676440865863e-05;3.8417898586942934e-05;5.8174552256614634e-05;8.334361868426729e-05;5.5401054565349465e-05;5.922553561564941e-05;6.370097415209069e-05;4.4361651377313644e-05;7.834254712883619e-05;4.0590560589293054e-05;5.045682232796164e-05;6.574385715810973e-05;5.3856290054303717e-05;4.694835446356077e-05;3.983887891487399e-05;5.1594505197885025e-05;5.469906768044163e-05;6.074207433026807e-05;3.960788334405307e-05;6.63509739616466e-05;3.598942768853051e-05;5.3816730129721074e-05;5.909977062082719e-05;6.182685869183449e-05;3.8891333528891135e-05;
5.65633430948622e-05;9.161327138332996e-05;5.5629470003468435e-05;5.154788157343578e-05;6.541648322188185e-05;7.106033122644104e-05;5.9964260928972e-05;6.044259749872639e-05;3.7363610473269315e-05;5.5976858899734796e-05;7.30128110916622e-05;5.310624998379577e-05;5.24512711689666e-05;6.441251228057153e-05;4.578489690066065e-05;6.943879917611342e-05;3.8887404457302335e-05;4.539116983193862e-05;6.0176160148193075e-05;4.790060256817812e-05;4.298704280363093e-05;3.9077699656460784e-05;5.225399791430245e-05;4.661407389572205e-05;6.417599120074175e-05;3.9966402385058606e-05;5.872556026264488e-05;3.235432460723205e-05;5.1009870510025994e-05;5.432711698339535e-05;6.559729696644921e-05;3.848249478781012e-05;
6.112809721374392e-05;5.5629470003468435e-05;0.00016631165653873878;4.652769781492871e-05;6.887739891214661e-05;7.566608590741214e-05;5.7761543602969284e-05;5.495127105610255e-05;3.6553626776121605e-05;4.840668189942681e-05;0.00010006467888597591;5.791792614417032e-05;5.185011270132977e-05;6.427093389327594e-05;4.339856489558247e-05;9.416867223648392e-05;3.2048353737707144e-05;5.17219431851797e-05;6.35422299611045e-05;6.279434847805977e-05;4.8680307573990116e-05;3.459561468577124e-05;4.772867707606189e-05;5.69638771007271e-05;6.493028217460577e-05;3.738206107406748e-05;8.168585969970365e-05;3.336465399210224e-05;5.585448047190373e-05;6.134770214735784e-05;6.60256865371803e-05;3.490609540640674e-05;
5.4857261131971664e-05;5.154788157343578e-05;4.652769781492871e-05;0.000252126805883052;6.134871391208731e-05;7.792251540904824e-05;5.473897713959471e-05;6.67532523544631e-05;3.0609647563017346e-05;4.4702883981814194e-05;7.76742493459792e-05;5.2845138066825774e-05;5.5114596248126015e-05;7.104571075086219e-05;3.262170871136366e-05;6.52356937119387e-05;3.849985041118782e-05;4.170579934532797e-05;7.601640393554972e-05;5.1933529013697776e-05;3.648124454429814e-05;3.420546025791267e-05;4.0938434967177714e-05;5.269059637331449e-05;5.213800316833439e-05;3.396113243005468e-05;6.0153944026928343e-05;3.275483639581731e-05;5.529241458319171e-05;5.2624937275821906e-05;5.381017834320987e-05;3.4411823222523346e-05;
6.800913017092335e-05;6.541648322188185e-05;6.887739891214661e-05;6.134871391208731e-05;0.00017479231211737063;8.552877254524609e-05;6.487224052154963e-05;6.35542930009532e-05;4.027912713622478e-05;5.871383917268913e-05;9.228876433885388e-05;5.759182047352272e-05;6.123567378371305e-05;6.995397733057195e-05;4.720033981749419e-05;8.632594598393768e-05;4.1777320541102026e-05;5.2301612227282325e-05;6.332245432882744e-05;6.325522954492669e-05;4.51727838631916e-05;3.9001034061578185e-05;5.394597915338383e-05;5.7264328837918605e-05;8.097090915207538e-05;3.835034997404852e-05;6.961762166817026e-05;3.807863821598248e-05;6.354894831474143e-05;6.639565457400328e-05;7.10482479756071e-05;3.521829755917574e-05;
7.32897216290554e-05;7.106033122644104e-05;7.566608590741214e-05;7.792251540904824e-05;8.552877254524609e-05;0.00021672936053041575;0.00010203266397146857;7.727144058073745e-05;3.239877687999541e-05;8.70261029859285e-05;0.00011447986438497542;5.4708857486161204e-05;7.098698603361884e-05;8.441095228038986e-05;4.1942102383625205e-05;0.0001013329859171949;4.077662481642909e-05;5.005278903355875e-05;8.260942397487727e-05;5.197262719254454e-05;4.423876389431113e-05;3.6096567682281785e-05;5.535014083146559e-05;5.236354668614574e-05;8.443222488514999e-05;4.0912069675565485e-05;6.632427168729846e-05;2.7792120598089208e-05;5.283332079454298e-05;6.222992296287009e-05;8.673822775234585e-05;4.519480567379335e-05;
6.576802215209419e-05;5.9964260928972e-05;5.7761543602969284e-05;5.473897713959471e-05;6.487224052154963e-05;0.00010203266397146857;0.00016499002106287123;6.787878697697015e-05;4.272901526691816e-05;0.00011251143924637353;9.02377555725821e-05;4.836661876928985e-05;6.387413955494893e-05;7.071603160270088e-05;4.5611480752909956e-05;8.678620424079991e-05;3.9850377524753334e-05;5.356909663030769e-05;6.872447745842729e-05;4.409910491620203e-05;4.668541556750749e-05;4.512514771471729e-05;5.375262957786536e-05;5.220491669663139e-05;6.36850381491841e-05;4.495542225820374e-05;6.258231279244477e-05;2.9476410437078157e-05;5.047945524349614e-05;5.488680182318611e-05;7.485225795160423e-05;4.407687304974958e-05;
6.081676440865863e-05;6.044259749872639e-05;5.495127105610255e-05;6.67532523544631e-05;6.35542930009532e-05;7.727144058073745e-05;6.787878697697015e-05;0.0001922964328725683;4.0008752052633907e-05;6.004687435017009e-05;8.020856828424758e-05;5.2990616324172056e-05;6.972456487438503e-05;8.845197336686179e-05;4.3833217452981415e-05;7.943116782231197e-05;4.0769971385695726e-05;4.995648226603725e-05;8.575619634472769e-05;4.938327845446868e-05;4.3687523254902633e-05;3.9607565168809324e-05;4.973410192573988e-05;4.8891064362396363e-05;6.622599043509597e-05;3.564147990943584e-05;6.648133658943527e-05;3.306326856699495e-05;5.178342755820837e-05;6.245144578008737e-05;6.33966815255806e-05;4.08873612074018e-05;
3.8417898586942934e-05;3.7363610473269315e-05;3.6553626776121605e-05;3.0609647563017346e-05;4.027912713622478e-05;3.239877687999541e-05;4.272901526691816e-05;4.0008752052633907e-05;8.204157852966799e-05;3.7116376450463604e-05;4.054880214749485e-05;3.5121718365985734e-05;3.594597098817655e-05;4.201805361182876e-05;3.364734043250687e-05;4.217946619784497e-05;3.607830728345522e-05;3.424916178230454e-05;4.345356764803948e-05;3.567591402388073e-05;3.125405025080106e-05;4.3743161920224005e-05;4.136093561276772e-05;3.127155068921893e-05;3.8516257996463164e-05;3.755259186034257e-05;4.1869377794861504e-05;3.231154441652461e-05;3.691396760436535e-05;4.065609375451965e-05;3.994148318288392e-05;3.5882645994622046e-05;
5.8174552256614634e-05;5.5976858899734796e-05;4.840668189942681e-05;4.4702883981814194e-05;5.871383917268913e-05;8.70261029859285e-05;0.00011251143924637353;6.004687435017009e-05;3.7116376450463604e-05;0.00012091172383457996;7.983348212419437e-05;4.522406084906572e-05;5.73660848193852e-05;6.222696731894662e-05;4.383946699818197e-05;7.766372072922526e-05;3.5621905298541715e-05;4.976464724256618e-05;5.6996504745991213e-05;3.876795200694709e-05;4.403370507285076e-05;4.1095365405676785e-05;4.852552411151005e-05;4.6768409560736234e-05;5.4959613822096125e-05;4.1227200392760745e-05;5.4189221853695624e-05;2.8779175032667047e-05;4.224816304632975e-05;5.129535787221345e-05;6.421273987469553e-05;4.118194840890014e-05;
